DNE,positive_DNE,surface_area,positive_surface_area,Diet,Genus
0.178004058380836,0.154496854240632,0.0023006971692869,0.0019597700563091,Folivore,Indridae
0.14568767625377,0.131351721055935,0.0019370559853939,0.0016612352285033,Folivore,Indridae
0.138095930968106,0.127306447446646,0.0017589410007724,0.0015173762327897,Frugivore,Lemuridae
0.114783398089267,0.105680508567283,0.0017339119249592,0.0015211866983484,Frugivore,Lemuridae
0.144827409024732,0.13070482791589,0.0019688916122583,0.0017197155439837,Frugivore-Folivore,Indridae
0.13344705872235,0.120155138722169,0.0018683485385768,0.0016246820388742,Frugivore-Folivore,Indridae
0.141788454918647,0.129903189730749,0.0018761834040693,0.0016102600038758,Frugivore-Folivore,Lemuridae
0.12598959134598,0.114392310950498,0.0018779205606149,0.0016344342399631,Frugivore-Folivore,Lemuridae
0.18475836198584,0.153457419435205,0.0023502491771926,0.0019094462360295,NA,Eosimias
0.162345857992253,0.142280007849477,0.0022255643658585,0.0019070488179598,NA,Eosimias
0.172930139766712,0.150036387393694,0.0022619333370238,0.0018997157576526,NA,Eosimias
0.169770839281668,0.147206035559828,0.0022506965186987,0.0018782108710474,NA,Eosimias
0.198825249775335,0.178014409214864,0.0022265253302068,0.0018943148070441,Insectivore,Arctocebus
0.117722450852559,0.102842514613228,0.0019949374320176,0.0016822942658845,NA,Adapis
0.193009148185599,0.165409822795656,0.0023355278141535,0.0020053654850611,Folivore,Cynocephalus
0.216026384561379,0.189309311664362,0.0024182063978463,0.002074250592933,Folivore,Cynocephalus
0.189633953930918,0.162466313722626,0.002310223789493,0.0019989409953942,Folivore,Cynocephalus
0.196669398019514,0.165457400251977,0.0023556397296078,0.0020129670230992,Folivore,Cynocephalus
0.134815988846302,0.117607725181826,0.0017860084052528,0.0015227569120978,NA,Megaladapis
0.118858099499921,0.106814675873315,0.0019329610327326,0.0016735884268116,NA,Adapis
0.116451102221524,0.102758167371346,0.002016949410597,0.0017358126836367,NA,Adapis
0.122796666844765,0.107700997158862,0.0018925928479003,0.0016020161355344,NA,Adapis
0.121771933242895,0.107479751653599,0.0017632544783883,0.0014777797392647,Folivore,Lemuridae
0.12964035001156,0.117325237650425,0.0018311331592256,0.0015800644981529,Folivore,Lemuridae
0.156502658876305,0.138603851949346,0.0022063683176297,0.0019109297396748,NA,Purgatorius
0.14793249868389,0.131238405430194,0.0021726813486812,0.0018761413175078,NA,Purgatorius
0.182770570630925,0.157835554157118,0.002258099901416,0.0018972566415505,NA,Leptacodon
0.170950424325307,0.148789601553076,0.00210807111598,0.0018152833503229,NA,Leptacodon
0.174587394077107,0.150834819450281,0.0022650100719526,0.001907666340741,NA,Leptacodon
0.141071485936194,0.125819136310578,0.001934032409628,0.0016402595235758,Omnivore,Galago
0.152683051495259,0.136558404673764,0.0020936273716605,0.0018012160097987,Omnivore,Galago
0.163404028447938,0.148247181714566,0.0018922409704008,0.0016047407559258,Frugivore-Folivore,Lemuridae
0.140906871122043,0.126793525049385,0.0019340712050711,0.0016748206135659,Frugivore-Folivore,Indridae
0.150230563711715,0.130956809132441,0.0020646335615147,0.0017567250523479,Frugivore-Folivore,Indridae
0.149378488101672,0.136580317060291,0.0017834903370398,0.0015049406855192,Frugivore-Folivore,Lemuridae
0.134130908829807,0.120190917881164,0.0019157968344132,0.001607520133502,Frugivore-Folivore,Lemuridae
0.143501539531784,0.130222565141226,0.0018778984119692,0.0015914081263151,Frugivore-Folivore,Lemuridae
0.175600476952247,0.154578034627058,0.0021720345718442,0.0018449899815365,Frugivore-Folivore,Indridae
0.158839115815654,0.139218723635715,0.0020662703671371,0.0017558305562606,Frugivore-Folivore,Indridae
0.131423208779093,0.119375165337724,0.001752374613336,0.0014628714480751,Frugivore-Folivore,Lemuridae
0.149478761617661,0.129954785587481,0.0019944887773478,0.0016912006131273,Frugivore-Folivore,Indridae
0.131204584448981,0.115259555925138,0.0019443575299462,0.0016190143989119,Folivore,Prolemur
